,Lable1,Lable2,MFCC,chromogram,melspectrogram,tonnetz
334,Bathroom ki Light off karo,Bulb,-14.0255106849113,0.372541950087922,0.33684939313801127,"[ 0.          0.          0.         ... -0.00108033 -0.00101406
 -0.0009015 ]"
335,Bedroom ka Bulb on karo,Bulb,-15.65357969231742,0.43051301386685203,1.1991505327697085,"[ 0.          0.          0.         ... -0.00082471 -0.00085846
 -0.00092244]"
336,Kitchen ka Bulb band karo,Bulb,-14.451847494856272,0.46270153492264227,0.01723680972938896,"[-4.1815760e-08 -7.3484756e-07  5.5955631e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
337,Kitchen ki Light band karo,Bulb,-8.945062209083957,0.39713526942880284,7.340213207843454,[0.         0.         0.         ... 0.00523517 0.00540254 0.00545835]
338,Bethaq ki Light jalao,Bulb,-8.945062209083957,0.39713526942880284,7.340213207843454,[0.         0.         0.         ... 0.00523517 0.00540254 0.00545835]
339,Bedroom ka Bulb band karo,Bulb,-4.333686506225352,0.41376357107053574,7.164311984244381,"[-5.5841671e-04 -4.4134250e-04 -4.3573725e-04 ...  3.8673155e-04
 -8.1158723e-06  5.7440478e-04]"
340,Garage ka Bulb jalao,Bulb,-16.682481470636038,0.43349593838681594,1.070285344310882,[0. 0. 0. ... 0. 0. 0.]
341,Bedroom ki Light off karo,Bulb,-12.25813854251217,0.3927560203101673,3.3447518255091997,[0. 0. 0. ... 0. 0. 0.]
342,Bethaq ki Light band karo,Bulb,-16.093128662411626,0.4121477586135343,0.4084785349527418,"[ 1.03610466e-04  1.19588251e-04  1.07627951e-04 ... -4.81479001e-05
 -2.28944136e-05 -2.84438393e-05]"
343,Lounge ka Bulb band karo,Bulb,-9.733319418088243,0.38344291078742915,4.807992350515012,[0.         0.         0.         ... 0.00052216 0.00058767 0.00063307]
344, Bethaq ki Light jalao,Bulb,-9.733319418088243,0.38344291078742915,4.807992350515012,[0.         0.         0.         ... 0.00052216 0.00058767 0.00063307]
345,Washroom ka Bulb on karo,Bulb,-14.597032811501487,0.4293951317938891,0.030029785115234697,"[-2.1005139e-08  2.8769870e-08  1.7336911e-08 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
346,Bedroom ka Bulb on karo,Bulb,-13.98060737800582,0.5752095939078624,0.07907078358637928,"[-2.6001064e-08  2.4233515e-08 -2.4700952e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
347,Kitchen ka Bulb jalao,Bulb,-26.831014262202608,0.40583169746218345,0.27895538606466286,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -9.0234407e-06
 -1.3563653e-05 -1.5533449e-05]"
348,Kitchen ka Bulb on karo,Bulb,-17.62054112314754,0.44012447811527794,0.40579855988308494,"[ 7.1428207e-05 -5.5502924e-06 -1.2220525e-04 ... -6.5259766e-05
 -2.8177248e-05 -7.0870738e-07]"
349,Bathroom ka Bulb jalao,Bulb,-21.86075324948582,0.4152763430324514,0.16054816556653406,"[ 1.0080397e-05  1.0220798e-05  1.1924887e-05 ... -2.8089348e-06
 -3.0344756e-06 -3.0291224e-06]"
350,Lounge ka Bulb off karo,Bulb,-16.86100754742905,0.3689565802299914,2.1147249417395018,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.6436505e-07
 -4.7605181e-07 -4.1978279e-07]"
351,Bathroom ka Bulb on karo,Bulb,-8.56023160885043,0.42931925532374904,6.90776989197169,"[-5.7606542e-07 -2.9824395e-07 -1.6466507e-07 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
352,Bethaq ka Bulb band karo,Bulb,-15.614686703484074,0.39137402082026296,0.6604204167677185,[0.00141832 0.00142377 0.00148572 ... 0.00031014 0.00025147 0.00017941]
353,Washroom ka Bulb on karo,Bulb,-13.24716803328374,0.4879288734140192,0.7790546630551272,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.8464713e-05
 -9.1162132e-05  3.0483751e-04]"
354,Bedroom ki Light off karo,Bulb,-12.112565221275615,0.3865096873368741,3.029566611077572,[0.         0.         0.         ... 0.00181935 0.00193133 0.00179618]
355,Washroom ki Light on karo,Bulb,-12.481059185439666,0.381128655072929,0.9404991321041029,[0. 0. 0. ... 0. 0. 0.]
356,Bedroom ki Light jalao,Bulb,-16.85466920403731,0.46227833716023414,2.7698162269607236,"[-1.40994935e-05  1.06164180e-05 -1.57805698e-05 ... -1.49439684e-05
 -6.70542504e-05 -1.73645123e-04]"
357,Garage ki Light off karo,Bulb,-8.772609908425146,0.5109644014337446,0.27149166303367767,"[-4.4062661e-05  1.9450832e-05 -3.1840282e-05 ... -3.0030324e-05
 -7.9367228e-06 -4.2079948e-05]"
358,Lounge ka Bulb band karo,Bulb,-12.827143405988016,0.29198328054283984,5.964784094237271,[0.         0.         0.         ... 0.00029878 0.0002975  0.00028189]
359,Lounge ki Light jalao,Bulb,-14.846323346271443,0.38752366463418475,0.490944170887559,[0. 0. 0. ... 0. 0. 0.]
360, Bethaq ki Light jalao,Bulb,-14.846323346271443,0.38752366463418475,0.490944170887559,[0. 0. 0. ... 0. 0. 0.]
361,Kitchen ki Light on karo,Bulb,-13.461207184912935,0.49586670484487394,0.48567162275765385,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.4037095e-05 7.9392521e-06
 7.7131454e-06]"
362,Garage ki Light band karo,Bulb,-26.60223420608054,0.5550207044473953,0.06005156550387527,"[ 1.4298186e-07 -1.3631541e-08  7.7021598e-09 ...  5.3835059e-08
 -2.3515200e-08 -7.0058547e-08]"
363,Garage ka Bulb off karo,Bulb,-6.644515251081394,0.37565117857264624,5.155691400343962,"[ 3.6229401e-05 -1.2410085e-06  2.6505797e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
364,Lounge ki Light on karo,Bulb,-13.504858340924748,0.4744234593084772,2.7325140189387294,"[ 3.7175541e-05 -7.0000910e-06 -4.3506992e-05 ...  2.4436451e-03
  2.1774897e-03  2.8625857e-03]"
365,Kitchen ka Bulb on karo,Bulb,-8.128971985183858,0.3747853078514438,2.400899438974886,"[6.1497332e-07 3.9335575e-07 6.6702432e-07 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
366,Washroom ka Bulb off karo,Bulb,-14.5629173124536,0.41951762925910246,1.4462980725272798,[0. 0. 0. ... 0. 0. 0.]
367,Kitchen ki Light off karo,Bulb,-11.63510739166576,0.3201882877885603,0.42695714837627097,[0.         0.         0.         ... 0.00015958 0.00015574 0.00024474]
368,Bethaq ka Bulb band karo,Bulb,-4.369527558427718,0.38889918621200464,4.166203232288675,"[ 0.00066414  0.00049552  0.00061305 ... -0.00022767 -0.00050068
 -0.00019212]"
369,Kitchen ki Light on karo,Bulb,-17.968385365911764,0.4723842207140465,0.1721692014723836,"[ 0.          0.          0.         ... -0.00035439 -0.00033963
 -0.00031348]"
370,Bethaq ki Light off karo,Bulb,-13.723149836666778,0.32969845326545216,0.2597675904528903,"[ 0.0000000e+00 -2.2539364e-16  8.7311886e-16 ... -7.9127902e-04
 -7.4877980e-04 -9.2696905e-04]"
371,Kitchen ka Bulb off karo,Bulb,-12.032517448078856,0.39404981577960785,2.372136939141382,[0.         0.         0.         ... 0.00019313 0.00020707 0.00017428]
372,Bethaq ki Light on karo,Bulb,-16.004360246316207,0.3961908121762574,0.3741958062398077,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.9880917e-05
 -3.2694890e-05 -2.7799462e-05]"
373,Washroom ki Light jalao,Bulb,-4.4735855779585405,0.41577336284512295,27.732350809649795,[0.02276534 0.02273727 0.0229201  ... 0.00062598 0.00093747 0.00127194]
374,Washroom ka Bulb off karo,Bulb,-30.610970194948216,0.44885196897076407,0.11634979375442615,"[ 4.4239272e-07  4.5058616e-07  6.3823234e-07 ... -2.4878057e-07
  4.8988943e-07 -3.4507558e-08]"
375,Lounge ki Light on karo,Bulb,-11.785091261182199,0.5895931482143504,0.15246717654461728,"[-1.6522192e-05 -2.3251578e-05 -6.3778381e-05 ...  2.8281773e-05
 -1.7067759e-05  2.8383456e-05]"
376,Bedroom ki Light jalao,Bulb,-11.516725034856393,0.46314108442948815,0.5337496173111745,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.4764484e-05 8.1949467e-05
 6.5594591e-05]"
377,Washroom ki Light on karo,Bulb,-14.239385876882606,0.4663490690495112,1.0631142263627418,"[ 2.1492956e-06 -3.8619319e-06 -2.2236669e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
378,Washroom ka Bulb on karo,Bulb,-10.759215225001345,0.5646350238718577,0.23826973814951585,"[1.8865687e-07 3.3373630e-07 4.6745240e-07 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
379,Bedroom ki Light on karo,Bulb,-8.660512585974432,0.5627790177162646,0.11372516404504733,"[-1.9207039e-06 -6.4502583e-06 -3.2864239e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
380,Bethaq ki Light jalao,Bulb,-8.660512585974432,0.5627790177162646,0.11372516404504733,"[-1.9207039e-06 -6.4502583e-06 -3.2864239e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
381,Kitchen ki Light band karo,Bulb,-19.977039634223157,0.4867315774063067,0.7102322444391374,"[-7.1757480e-05 -7.2942865e-05 -4.9915630e-05 ...  1.3928131e-06
 -1.5356221e-05 -2.1341804e-05]"
382,Bathroom ki Light off karo,Bulb,-21.540902617371277,0.3033778834426851,0.3236703187585677,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 3.4324112e-04 3.1964283e-04
 2.8482022e-05]"
383,Bethaq ka Bulb off karo,Bulb,-12.301747111227419,0.5117514435961164,0.7693740819188295,"[-4.5909623e-09 -4.5671591e-09 -4.5473985e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
384, Bethaq ki Light jalao,Bulb,-12.301747111227419,0.5117514435961164,0.7693740819188295,"[-4.5909623e-09 -4.5671591e-09 -4.5473985e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
385, Bethaq ki Light jalao,Bulb,-12.301747111227419,0.5117514435961164,0.7693740819188295,"[-4.5909623e-09 -4.5671591e-09 -4.5473985e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
386,Garage ki Light jalao,Bulb,-15.614014793287836,0.37189442985886334,2.762982710023256,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.8687653e-05
 -3.8962360e-05 -4.6800327e-05]"
387,Garage ki Light jalao,Bulb,-14.026545010432601,0.39877767942449943,2.950024222172609,"[ 0.0000000e+00  3.6725436e-22  5.5466009e-23 ... -3.8188107e-05
 -3.5363140e-05 -3.2951626e-05]"
388,Bedroom ka Bulb on karo,Bulb,-16.648907905263638,0.3594033573707266,0.3219932215615653,"[ 0.          0.          0.         ... -0.00218859 -0.00250459
 -0.00251855]"
389,Kitchen ki Light on karo,Bulb,-20.426917313958736,0.38159446166101546,1.1930246668659834,"[ 0.          0.          0.         ... -0.00019822 -0.00038372
 -0.00020693]"
390,Bedroom ka Bulb on karo,Bulb,-13.008289105229071,0.41364844846298027,2.6790190539782306,[0. 0. 0. ... 0. 0. 0.]
391,Washroom ki Light off karo,Bulb,-10.025315855649438,0.36963842574130434,1.2021398896471738,[0.         0.         0.         ... 0.0020062  0.00198557 0.00201028]
392,Bathroom ki Light on karo,Bulb,-8.346119664613354,0.42214737711698963,3.637961641609597,"[-3.4430627e-06 -3.5422668e-06 -3.4585139e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
393,Bethaq ki Light jalao,Bulb,-8.346119664613354,0.42214737711698963,3.637961641609597,"[-3.4430627e-06 -3.5422668e-06 -3.4585139e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
394,Lounge ki Light off karo,Bulb,-15.33121639403642,0.4463462595669115,0.021730980129155503,"[-1.8493763e-06 -2.6894677e-06 -2.5698102e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
395,Garage ki Light off karo,Bulb,-25.003378983580603,0.45880525354159185,0.14976320764192558,"[-1.5829890e-05 -1.6324904e-05 -1.5237842e-05 ...  1.3024002e-06
  1.0857608e-06  9.4731246e-07]"
396,Bathroom ki Light off karo,Bulb,-14.95365008826372,0.4124992471831187,0.5180515033976977,"[1.32221205e-04 1.12483205e-04 6.57952987e-05 ... 3.82499493e-05
 4.19496755e-05 4.46302874e-05]"
397,Bathroom ki Light off karo,Bulb,-18.316284667073024,0.43888577822818925,0.7675092636933422,"[-1.1057354e-05 -1.1672655e-05 -1.0995364e-05 ...  4.7467425e-04
  4.6169962e-04  4.5700875e-04]"
398,Bathroom ka Bulb band karo,Bulb,-7.1481343913326665,0.4179684905580642,0.6410789786726077,"[-4.6780886e-05 -2.2553133e-05 -4.4264481e-05 ... -5.1470681e-05
  9.5121824e-05 -4.6665595e-05]"
399,Garage ki Light on karo,Bulb,-5.7145492243329565,0.4559759631615407,1.5213364793167854,"[-7.37185746e-06  1.25721235e-05  3.95471507e-05 ... -7.51150073e-03
 -7.83645641e-03 -8.13783519e-03]"
400,Garage ki Light band karo,Bulb,-17.183230528378406,0.28205504810211024,1.4191097267750052,"[ 0.          0.          0.         ... -0.00066377 -0.00067198
 -0.00066138]"
401,Bathroom ka Bulb on karo,Bulb,-12.890323352230691,0.4488511503933175,4.609197535090841,"[-0.00059662 -0.00056157 -0.00050992 ...  0.00013206  0.00013264
  0.00013877]"
402,Kitchen ka Bulb off karo,Bulb,-17.167851057241727,0.44569093717866815,1.8623450729268247,[0. 0. 0. ... 0. 0. 0.]
403,Bathroom ka Bulb on karo,Bulb,-13.073445806073964,0.4139097194050613,4.555207679074123,"[ 0.0000000e+00  2.2407895e-21 -4.6363114e-21 ... -6.0609846e-06
 -7.1082191e-06 -1.2696311e-05]"
404,Bethaq ka Bulb off karo,Bulb,-25.83303036262555,0.37512547605789337,0.3608129937872097,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.0171806e-06
 -2.3194495e-06 -1.8912519e-06]"
405,Kitchen ki Light on karo,Bulb,-14.394527592005412,0.3346524159107719,0.25024491125940806,[0.         0.         0.         ... 0.00116448 0.00112526 0.00100025]
406,Washroom ki Light jalao,Bulb,-22.07267283296233,0.41910721415857627,0.22613309666866704,"[1.1279969e-05 1.3922750e-05 1.0141957e-05 ... 1.4933698e-06 1.6025363e-06
 1.5399953e-06]"
407,Kitchen ka Bulb band karo,Bulb,-18.30946327982694,0.3417876088127426,2.1015892502219744,[0. 0. 0. ... 0. 0. 0.]
408,Kitchen ki Light jalao,Bulb,-12.609560424818216,0.5516544577605542,1.9842004005307974,"[1.00675742e-07 1.00969224e-07 1.01137964e-07 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]"
409,Bedroom ki Light jalao,Bulb,-19.443997738546795,0.4155382956576577,2.4682709254545148,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.1689356e-05
 -4.3625412e-05 -2.8002674e-05]"
410,Bethaq ka Bulb band karo,Bulb,-18.825849485905938,0.444404363593343,0.8347374562602442,"[ 9.5734813e-06  6.5523905e-06  6.8023273e-06 ... -7.4572165e-07
 -4.7596049e-07 -4.9146394e-07]"
411,Lounge ki Light jalao,Bulb,-14.152040242155756,0.48286463556033293,0.7946007745371023,"[ 2.6886187e-06 -2.6576174e-06 -2.2226510e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
412,Kitchen ka Bulb off karo,Bulb,-15.227192682441737,0.4054443201643008,0.5087801739754283,[0.         0.         0.         ... 0.00019307 0.00019209 0.00019173]
413,Bedroom ka Bulb jalao,Bulb,-4.986546089773244,0.44910994477807303,23.39596743058332,"[ 0.00025412  0.00019415  0.00014879 ... -0.00072849 -0.0015386
 -0.00113405]"
414,Lounge ki Light off karo,Bulb,-14.073937520018642,0.45238957131494983,3.6571573469954157,"[-0.00079491 -0.00073132 -0.00061178 ...  0.00082889  0.00084164
  0.00084715]"
415,Bathroom ki Light off karo,Bulb,-13.670137774053039,0.4728409794527882,1.0459468179879226,"[ 2.6059965e-06 -2.0472116e-06 -2.1567652e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
416,Lounge ka Bulb on karo,Bulb,-16.158845774103156,0.3981277747113352,2.1532413369368486,[0.         0.         0.         ... 0.07619728 0.07516089 0.07473239]
417,Washroom ka Bulb band karo,Bulb,-21.492081646992492,0.40489647648734467,0.5726966284966684,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.1785774e-04
 -1.5269985e-04 -8.6655054e-05]"
418,Bathroom ka Bulb band karo,Bulb,-8.087218388860077,0.5212135838744486,4.6706127599994085,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4744502e-05
 -2.5187361e-05 -2.6320606e-05]"
419,Bethaq ki Light band karo,Bulb,-28.721130199180113,0.5735915830550925,0.03545538039292285,"[-2.1380076e-07 -4.0385433e-07 -3.8705778e-07 ...  3.5304393e-07
  2.0222222e-07  1.2098977e-07]"
420,Washroom ki Light jalao,Bulb,-13.792882139282087,0.4009486156860776,0.7250003143202302,"[ 1.4365290e-04  1.3283006e-04  1.3622163e-04 ... -3.9848590e-05
 -5.7194189e-05 -4.0297935e-05]"
421,Bathroom ka Bulb on karo,Bulb,-12.676339910864193,0.49721451578350206,0.24542191526887638,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.1469197e-05
 -2.1720540e-05 -2.0153553e-05]"
422,Kitchen ki Light band karo,Bulb,-15.553066042433798,0.4266069154310852,0.019271033521110606,"[-6.8484462e-07 -9.0881599e-07 -8.0482573e-07 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
423,Bathroom ki Light on karo,Bulb,-25.953185922092402,0.4083166197688891,0.15193015937862028,"[ 1.8884614e-09 -8.5832763e-10  1.5403057e-09 ...  2.0331533e-04
  1.4175291e-04  1.4856117e-04]"
424,Kitchen ka Bulb off karo,Bulb,-7.921434274036438,0.3660103730871924,4.471035182986177,"[-2.2101976e-05 -4.1512907e-05 -4.7190984e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
425,Kitchen ki Light jalao,Bulb,-13.458928929807836,0.37541426329302563,2.408680608731369,"[ 0.          0.          0.         ... -0.00255503 -0.0024545
 -0.00229454]"
426,Kitchen ki Light off karo,Bulb,-15.627843111167948,0.42946914878336806,0.4254043596830374,"[ 1.3987461e-05  9.6884041e-06 -1.9179546e-05 ... -8.9429686e-06
 -5.9731587e-06 -5.8795376e-06]"
427,Bethaq ki Light band karo,Bulb,-17.696345283629398,0.3948565861966318,0.5144297075504266,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.3868031e-05
 -5.5398010e-05 -4.8405313e-05]"
428,Lounge ka Bulb off karo,Bulb,-20.248326580435243,0.37581318314883355,2.4526824733752646,"[ 0.          0.          0.         ... -0.000413   -0.00050258
 -0.00036829]"
429,Bethaq ki Light band karo,Bulb,-16.33834266513729,0.4047971521038016,1.170618521082739,"[ 0.          0.          0.         ... -0.00016274 -0.00014425
 -0.0001622 ]"
430,Lounge ka Bulb band karo,Bulb,-16.747956638382703,0.37968844030903587,0.16085035727617286,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -1.581703e-04 -9.924902e-05
 -6.241287e-05]"
431,Lounge ka Bulb jalao,Bulb,-14.771512011312241,0.4511243132553942,0.5291772381619043,"[-2.7887301e-05 -2.3418841e-05 -1.9289020e-05 ... -5.8849895e-05
 -2.9366587e-05 -3.4964069e-05]"
432,Bathroom ka Bulb band karo,Bulb,-13.953567196312038,0.4523162655893587,2.2765610323694134,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.5385141e-06 1.2904593e-06
 1.2354703e-06]"
433,Bethaq ka Bulb jalao,Bulb,-17.451667645450012,0.4520839348762993,3.1318795635002603,"[-3.9369868e-05 -1.9942920e-05 -3.7621503e-05 ...  5.1853076e-05
  6.9836380e-05 -3.6541849e-05]"
434,Garage ka Bulb off karo,Bulb,-16.618116389537892,0.38594171543594935,0.5278702275184377,"[-0.00022009 -0.0002025  -0.00020455 ... -0.00061472 -0.00066468
 -0.00062825]"
435,Bathroom ki Light on karo,Bulb,-11.872640716818774,0.4464579890845571,2.69954567085359,"[ 7.6239139e-08 -3.4449625e-09 -7.3364412e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
436,Kitchen ki Light jalao,Bulb,-18.457249303716882,0.4134947270150841,2.5544232422632915,[0. 0. 0. ... 0. 0. 0.]
437,Lounge ki Light jalao,Bulb,-17.993986534042584,0.29750952867655195,1.1098080176906036,"[ 0.          0.          0.         ... -0.00182731 -0.00204232
 -0.00202712]"
438,Kitchen ka Bulb on karo,Bulb,-13.181715605207497,0.4573007651455035,2.4780544497853967,"[ 7.6239139e-08 -3.4449625e-09 -7.3364412e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
439,Bethaq ka Bulb on karo,Bulb,-11.174469282377176,0.5964700225966534,0.11614979418590711,"[ 5.8416376e-06 -1.5360030e-05 -7.7157034e-05 ...  1.3647049e-04
 -9.3527689e-07  1.2337626e-04]"
440,Lounge ki Light off karo,Bulb,-7.0212850497564885,0.3799212491634222,7.359524720654592,"[3.0245958e-06 2.6001997e-06 3.4677302e-07 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
441,Bedroom ki Light jalao,Bulb,-32.115678498526215,0.4669466866287799,0.050261537160462784,"[-1.0691170e-06 -6.2350631e-07 -1.4373370e-07 ...  4.2104557e-07
  3.8782611e-07  6.4756080e-07]"
442,Kitchen ka Bulb jalao,Bulb,-19.204933409820576,0.3764773101211263,2.243869763847419,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 4.4882479e-05 1.5218519e-05
 4.7800033e-05]"
443,Garage ka Bulb on karo,Bulb,-12.74775146198944,0.46830912207307085,2.876887439954834,"[ 0.0005428   0.00054424  0.00054513 ... -0.00065306 -0.00064352
 -0.00063679]"
444,Bathroom ka Bulb on karo,Bulb,-7.226291687799154,0.5455563148366073,4.083712683743772,"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 5.9334066e-05 5.9569193e-05
 6.0946179e-05]"
445,Bethaq ka Bulb jalao,Bulb,-8.508850586506968,0.5923252044886929,0.18549705813277634,"[ 3.4291857e-05  3.8562061e-06 -2.1900673e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
446,Washroom ka Bulb band karo,Bulb,-13.595399969418164,0.3758570938690068,1.3922460100225877,"[ 0.          0.          0.         ... -0.00151206 -0.00145435
 -0.0014733 ]"
447,Washroom ka Bulb off karo,Bulb,-14.350872441886791,0.4360014693384274,1.7000324053443399,"[ 0.          0.          0.         ... -0.00011645 -0.0001193
 -0.0001022 ]"
448,Bethaq ki Light off karo,Bulb,-15.474784187425128,0.3485481648291337,5.19342833584159,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.3845078e-05
 -6.0838716e-05 -7.5865391e-05]"
449,Washroom ki Light jalao,Bulb,-9.177189305269804,0.542910100314908,2.8231152607984114,[0.         0.         0.         ... 0.00023613 0.00024005 0.00023648]
450,Garage ki Light off karo,Bulb,-17.463628130225835,0.4171332435158534,1.4339238737406583,"[ 0.          0.          0.         ... -0.04076028 -0.04233182
 -0.04344824]"
451,Bathroom ki Light off karo,Bulb,-27.904602536251094,0.5510811459633411,0.05362792161208107,"[ 2.4946030e-07 -3.4472240e-08 -9.8583101e-08 ... -1.6915179e-06
 -9.7214343e-07 -1.6810960e-06]"
452,Bathroom ka Bulb band karo,Bulb,-13.068972173894487,0.3543880927032383,3.7789352635672913,"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  3.7833167e-06
 -6.3752094e-07 -1.6235871e-06]"
453,Washroom ki Light on karo,Bulb,-14.41084556777865,0.41110824531017176,0.39470418523203477,"[ 0.0000000e+00  2.2975570e-21  1.4290729e-20 ... -1.3960768e-03
 -1.2991941e-03 -1.2427154e-03]"
454,Lounge ka Bulb jalao,Bulb,-18.965548046165416,0.4299778071864168,0.5517424362127842,[0. 0. 0. ... 0. 0. 0.]
455,Garage ka Bulb on karo,Bulb,-12.639900991619118,0.5864527933599112,0.20121837285188998,"[2.1289807e-06 1.3702785e-06 6.1313705e-07 ... 2.1448426e-03 2.1115260e-03
 2.0753874e-03]"
456,Bathroom ki Light band karo,Bulb,-8.263335309285182,0.44001288466218585,1.5898792630083285,"[ 1.2094853e-05  5.4751290e-06 -2.7513581e-06 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
457,Bedroom ka Bulb jalao,Bulb,-18.816094560956824,0.572157250369386,0.15456476241777276,"[-1.5790207e-05 -1.9621918e-06  1.6919690e-06 ...  1.7264461e-05
  1.7952276e-05  1.5264150e-05]"
458,Washroom ka Bulb on karo,Bulb,-10.21350880594235,0.41183503433690016,1.7698853868370965,"[ 0.0000000e+00 -5.0907629e-15  2.9628708e-14 ...  8.6226082e-06
 -4.2018751e-06 -1.4172683e-05]"
459,Bathroom ki Light jalao,Bulb,-17.96654746748519,0.43488379160840923,2.5540795655849586,[0. 0. 0. ... 0. 0. 0.]
460,Washroom ka Bulb jalao,Bulb,-29.486357765342902,0.5179070705766158,0.03119649990181283,"[-7.6736850e-10  1.6302627e-08  8.4281826e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
461,Lounge ka Bulb jalao,Bulb,-9.706896353082781,0.6004510856170694,1.9012616877684079,"[ 0.000000e+00  0.000000e+00  0.000000e+00 ... -6.558625e-05 -6.649186e-05
 -6.816588e-05]"
462,Bathroom ki Light on karo,Bulb,-16.484782347767425,0.5196892394821229,0.16697130267720006,"[-9.76420051e-06 -2.43476461e-06  1.25113127e-06 ... -1.11377602e-04
 -1.06677675e-04 -1.09015920e-04]"
463,Washroom ki Light jalao,Bulb,-6.81269504918983,0.49263952334045563,4.339055161892272,"[-0.0014876  -0.00147646 -0.0014875  ... -0.00014635  0.00052171
  0.00079034]"
464,Lounge ka Bulb jalao,Bulb,-12.614886322760087,0.6020599433067384,0.14353708275366542,"[4.7729594e-07 3.2277703e-07 7.1983180e-07 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
465,Bathroom ki Light band karo,Bulb,-14.190380823868002,0.3648798432308989,3.362582241885894,[0.         0.         0.         ... 0.00014623 0.00018158 0.0002095 ]
466,Garage ki Light on karo,Bulb,-18.185487485660936,0.3373175304087721,3.2612443661084884,[0. 0. 0. ... 0. 0. 0.]
467,Garage ka Bulb on karo,Bulb,-20.639932282127294,0.3981670048164209,0.2866722115078499,"[1.7496866e-05 1.7326915e-05 1.7257216e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]"
468,Washroom ki Light band karo,Bulb,-15.677392903820545,0.41011707184080465,0.6550208795095501,"[-8.2981634e-05 -8.6747787e-05 -9.1449925e-05 ... -1.0967362e-03
 -1.0884141e-03 -1.1101828e-03]"
469,Bedroom ka Bulb on karo,Bulb,-13.933464418872068,0.34389293341062044,1.3270613627780794,[0.         0.         0.         ... 0.00178455 0.00189502 0.0019692 ]
470,Kitchen ka Bulb off karo,Bulb,-15.826256811720569,0.5122426480263078,0.026951463651970483,"[-1.9361215e-08  1.5008530e-08 -3.4407757e-09 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]"
471,Lounge ka Bulb band karo,Bulb,-10.275777409344359,0.4139815137282765,2.127636007507991,"[ 0.          0.          0.         ... -0.00120937 -0.00130124
 -0.00121949]"
